代码,名称,PER,PBR,時価総額,営業利益率,ROA,ROE,セクター,業種,配当利回り,EPS,更新日
7952,"Kawai Musical Instruments Manufacturing Co., Ltd.",31.999569,0.570385,25523378176.0,2.307,0.409,2.3729999,Consumer Cyclical,Leisure,322.0,92.72,20260216
7953,"Kikusui Chemical Industries Co., Ltd.",58.20029,0.4991225,5027960832.0,5.441,1.122,2.681,Industrials,Building Products & Equipment,503.0,6.89,20260216
7955,Cleanup Corporation,20.323326,0.5863511,34910965760.0,7.115,2.574,5.485,Consumer Cyclical,"Furnishings, Fixtures & Appliances",385.0,47.63,20260216
7956,Pigeon Corporation,20.767178,2.3589566,195595403264.0,10.9239995,7.532,10.364999599999999,Consumer Defensive,Household & Personal Products,466.0,78.73,20260216
7957,"Fujicopian Co., Ltd.",5.266798,0.27800652,2214896896.0,-1.926,-0.94800005,-29.15,Industrials,Business Equipment & Supplies,415.00000000000006,274.74,20260216
7962,"King Jim Co., Ltd.",43.886814,0.9299642,23147649024.0,4.378,1.206,2.155,Industrials,Business Equipment & Supplies,171.0,18.73,20260216
7963,Koken Ltd.,12.256834,0.6871855,9480231936.0,16.424999,3.671,6.597,Healthcare,Medical Devices,181.0,157.3,20260216
7965,Zojirushi Corporation,17.410133,1.1509465,102100451328.0,8.037999999999998,3.975,6.894,Consumer Cyclical,"Furnishings, Fixtures & Appliances",290.0,92.36,20260216
7966,LINTEC Corporation,26.19891,1.3353171,324461789184.0,8.563,4.3959998,5.059,Basic Materials,Specialty Chemicals,231.99999999999997,189.13,20260216
7970,"Shin-Etsu Polymer Co.,Ltd.",16.495573,1.3560016,168736800768.0,12.855,5.6350004,8.518,Basic Materials,Specialty Chemicals,289.0,127.61,20260216
7971,TOLI Corporation,12.986578,0.8994269,45082230784.0,5.91,3.565,9.086,Industrials,Building Products & Equipment,412.0,59.6,20260216
7972,Itoki Corporation,16.683023,2.6660788,151188340736.0,5.026,6.809,17.708,Consumer Cyclical,"Furnishings, Fixtures & Appliances",686.0,183.42,20260216
7974,"Nintendo Co., Ltd.",26.627798,3.3062215,9836823576576.0,19.25,5.782,14.130001,Communication Services,Electronic Gaming & Multimedia,217.0,317.3,20260216
7975,"Lihit Lab.,Inc.",10.915998,0.40749913,4387136000.0,-2.094,0.385,1.9689999999999999,Industrials,Business Equipment & Supplies,193.0,118.45,20260216
7976,"Mitsubishi Pencil Co., Ltd.",11.123047,0.8895067,125771055104.0,11.938,3.266,4.777,Industrials,Business Equipment & Supplies,234.0,204.8,20260216
7979,Shofu Inc.,14.144659,1.4104449,64238731264.0,9.9209994,5.9580002,9.6920006,Healthcare,Medical Instruments & Supplies,294.0,127.61,20260216
7980,"Shigematsu Works Co., Ltd.",10.3237095,0.6538943,5873986560.0,8.290000000000001,3.26,7.961,Healthcare,Medical Instruments & Supplies,179.0,80.01,20260216
7981,"Takara Standard Co.,Ltd.",14.227546,0.9948967,190360518656.0,10.6350005,,,Consumer Cyclical,"Furnishings, Fixtures & Appliances",336.0,211.21,20260216
7983,Miroku Corporation,,0.31535786,3392034304.0,-6.388000000000001,-0.067000004,-20.983999999999998,Industrials,Tools & Accessories,88.0,-856.09,20260216
7984,"Kokuyo Co., Ltd.",18.579123,1.5457042,385927512064.0,5.1090002000000005,4.5689996,8.359,Industrials,Business Equipment & Supplies,270.0,48.28,20260216
7985,NEPON Inc.,,0.62368983,1509013760.0,12.442,1.1820001,-8.043,Industrials,Specialty Industrial Machinery,77.0,-353.53,20260216
7986,"Nihon Isk Co.,Ltd.",7.5776596,0.62035376,2869421824.0,7.381,5.831,9.449000999999999,Basic Materials,Steel,163.0,246.91,20260216
7987,"Nakabayashi Co., Ltd.",9.084228,0.5787546,16985270272.0,3.869,2.8350001,5.3839996,Industrials,Specialty Business Services,361.0,68.03,20260216
7988,Nifco Inc.,10.0881405,1.6675628,468857880576.0,14.109,8.341999999999999,17.174,Consumer Cyclical,Auto Parts,160.0,499.2,20260216
7989,Tachikawa Corporation,16.717245,0.9038792,50937163776.0,10.821,4.183,5.926,Consumer Cyclical,"Furnishings, Fixtures & Appliances",556.0,151.58,20260216
7990,"Globeride, Inc.",10.146908,0.8424982,51795943424.0,4.1989997,,,Consumer Cyclical,Leisure,380.0,234.16,20260216
7991,"Mamiya-OP Co., Ltd.",6.521065,0.57967335,15203158016.0,-1.939,3.4610000000000003,7.782,Industrials,Business Equipment & Supplies,336.0,225.73,20260216
7992,"The Sailor Pen Co., Ltd.",,3.195435,3320044544.0,0.8109999999999999,-2.722,-18.834,Industrials,Business Equipment & Supplies,,-34.78,20260216
7994,Okamura Corporation,11.303965,1.2685418,242940149760.0,5.717,5.5419996,13.382,Industrials,Business Equipment & Supplies,378.0,227.0,20260216
7995,"Valqua, Ltd.",15.307153,1.5654362,80089350144.0,9.907,4.894,10.988000000000001,Industrials,Specialty Industrial Machinery,330.0,296.92,20260216
7997,Kurogane Kosakusho Ltd.,10.822175,0.33679494,1665865600.0,-1.284,-0.9259999999999999,8.527,Consumer Cyclical,"Furnishings, Fixtures & Appliances",204.99999999999997,90.37,20260216
7999,"Mutoh Holdings Co., Ltd.",64.5134,1.4538704,34928422912.0,5.377,2.01,2.081,Industrials,Business Equipment & Supplies,104.0,117.96,20260216
8001,ITOCHU Corporation,16.144814,2.6925147,15013614977024.0,4.61,2.606,14.241000000000001,Industrials,Conglomerates,198.0,132.86,20260216
8002,Marubeni Corporation,16.97631,2.3206618,9584113614848.0,3.261,2.0739999,12.854,Industrials,Conglomerates,178.0,344.48,20260216
8005,Scroll Corporation,15.327061,1.2419382,45726261248.0,7.1,5.8530003,6.948,Consumer Cyclical,Internet Retail,434.99999999999994,88.21,20260216
8006,"Yuasa Funashoku Co., Ltd.",13.374736,0.74173725,31192201216.0,2.8160000000000003,3.0450001,6.16,Consumer Defensive,Food Distribution,169.0,132.04,20260216
8007,"Takashima & Co., Ltd.",17.66968,1.3546779,31411177472.0,3.078,2.089,7.454,Basic Materials,Building Materials,498.00000000000006,52.01,20260216
8008,Yondoshi Holdings Inc.,26.925856,1.0151875,40007516160.0,4.34,2.754,4.164000000000001,Consumer Cyclical,Apparel Manufacturing,449.0,69.19,20260216
8011,Sanyo Shokai Ltd.,15.83782,1.2084455,48044953600.0,4.0370002000000005,1.8519999999999999,8.2440004,Consumer Cyclical,Apparel Manufacturing,301.0,284.13,20260216
8012,"Nagase & Co., Ltd.",19.759487,1.1400028,466969395200.0,4.340999999999999,,,Basic Materials,Specialty Chemicals,219.0,229.51,20260216
8013,"Naigai Co.,Ltd.",,0.37646773,2313078272.0,-2.4600001,-0.209,0.36700002000000004,Consumer Cyclical,Apparel Retail,,-3.17,20260216
8014,"Chori Co., Ltd.",11.529894,1.168355,112261734400.0,4.359,6.013,11.020000000000001,Industrials,Conglomerates,319.0,395.06,20260216
8015,Toyota Tsusho Corporation,18.961508,2.31593,6974460657664.0,4.7829999999999995,4.349,13.5,Industrials,Conglomerates,169.0,348.39,20260216
8016,"Onward Holdings Co., Ltd.",11.660778,1.2527324,107716198400.0,6.107,3.6159999999999997,12.363,Consumer Cyclical,Apparel Manufacturing,720.0,67.92,20260216
8018,"Sankyo Seiko Co., Ltd.",76.90972,0.61421996,33560403968.0,7.8150004,0.997,2.5700000000000003,Consumer Cyclical,Apparel Retail,300.0,11.52,20260216
8020,Kanematsu Corporation,12.960136,1.8524423,367353724928.0,4.634,4.047,15.476,Industrials,Conglomerates,280.0,170.33,20260216
8022,Mizuno Corporation,18.56274,1.8900659,316353740800.0,9.747,6.537,11.071,Consumer Cyclical,Specialty Retail,141.0,221.95,20260216
8023,"DAIKO XTECH, Ltd.",8.691341,1.0131936,13329255424.0,1.8819999,5.1290000000000004,12.118,Technology,Electronics & Computer Distribution,344.0,121.04,20260216
8025,"Tsukamoto Corporation Co., Ltd.",,0.35668665,5511795200.0,-1.928,-0.068000006,-1.509,Consumer Cyclical,Apparel Retail,221.0,-60.97,20260216
8029,Look Holdings Incorporated,10.968233,0.47938916,19369246720.0,6.279,1.754,3.768,Consumer Cyclical,Apparel Manufacturing,795.0,236.41,20260216
8030,"Chuo Gyorui Co., Ltd.",5.796085,0.43357033,15517676544.0,2.7439999999999998,2.173,8.866999,Consumer Defensive,Food Distribution,310.0,670.28,20260216
8031,"Mitsui & Co., Ltd.",17.765162,1.8990676,15950395998208.0,4.034,1.6490001,10.781,Industrials,Conglomerates,211.0,315.28,20260216
8032,Japan Pulp and Paper Company Limited,49.10794,0.9734559,128989773824.0,2.118,1.746,4.7010000000000005,Basic Materials,Paper & Paper Products,309.0,22.42,20260216
8035,Tokyo Electron Limited,35.195457,9.459579,18968706285568.0,21.038,14.674999999999999,26.457000000000004,Technology,Semiconductor Equipment & Materials,143.0,1175.72,20260216
8037,Kamei Corporation,9.162379,0.59880507,98071805952.0,2.406,3.143,6.904000000000001,Energy,Oil & Gas Refining & Marketing,337.0,349.8,20260216
8039,"Tsukiji Uoichiba Company, Limited",20.620693,1.203606,8849669120.0,1.35699995,1.7719999,5.2010003,Consumer Defensive,Food Distribution,89.0,193.01,20260216
8040,"Tokyo Soir Co., Ltd.",7.264151,0.35560703,3729269760.0,-2.905,0.775,2.286,Consumer Cyclical,Apparel Manufacturing,827.0,148.4,20260216
8041,OUG Holdings Inc.,5.061923,0.624531,24776595456.0,2.854,3.2230000000000003,13.517999999999999,Consumer Defensive,Farm Products,223.0,906.77,20260216
8043,Starzen Company Limited,6.2307906,0.8199464,76465274880.0,3.288,2.726,14.224,Consumer Defensive,Packaged Foods,318.0,214.74,20260216
8045,"Yokohama Maruuo Co., Ltd.",21.423203,0.5279029,10305842176.0,1.73,0.873,3.4639999999999995,Consumer Defensive,Packaged Foods,200.0,79.82,20260216
8046,"Marufuji Sheet Piling Co.,Ltd.",10.588821,0.5616382,18252537856.0,7.768,3.0380001,6.427,Basic Materials,Steel,263.0,481.64,20260216
8050,Seiko Group Corporation,24.83791,2.4441717,425878224896.0,12.94,,,Consumer Cyclical,Footwear & Accessories,163.0,419.52,20260216
8051,Yamazen Corporation,14.99304,0.96513355,128068190208.0,2.4319998999999997,2.431,6.929,Industrials,Specialty Industrial Machinery,424.0,100.58,20260216
8052,"Tsubakimoto Kogyo Co., Ltd.",11.818398,1.140664,54677094400.0,4.087,3.5680000000000005,10.5229996,Industrials,Industrial Distribution,268.0,251.98,20260216
8053,Sumitomo Corporation,12.982366,1.7233866,7815751008256.0,5.4250001999999995,1.908,12.635,Industrials,Conglomerates,211.0,502.99,20260216
8056,BIPROGY Inc.,15.092092,2.6566544,452591779840.0,8.704001,8.808,19.158001,Technology,Information Technology Services,258.0,310.56,20260216
8057,"Uchida Yoko Co., Ltd.",10.433387,1.4487394,102586662912.0,3.7550002,5.538,16.371,Industrials,Conglomerates,293.0,199.36,20260216
8058,Mitsubishi Corporation,28.158392,2.0061913,18163653672960.0,4.211,0.8909999,8.527999999999999,Industrials,Conglomerates,217.0,175.01,20260216
8059,"Daiichi Jitsugyo Co., Ltd.",11.695808,1.2708204,111287828480.0,8.0690004,4.7340002,12.012999500000001,Industrials,Specialty Industrial Machinery,350.0,297.97,20260216
8060,Canon Marketing Japan Inc.,17.883661,1.7698554,730766180352.0,10.633001,6.679,10.418,Industrials,Business Equipment & Supplies,249.00000000000003,381.13,20260216
8061,Seika Corporation,12.391112,1.9287802,95621922816.0,7.194000000000001,3.3299996999999997,13.578000000000001,Industrials,Industrial Distribution,336.0,214.67,20260216
8065,Sato Shoji Corporation,8.447124,0.67481583,50167300096.0,2.487,2.404,8.4180005,Basic Materials,Steel,312.0,287.08,20260216
8066,Mitani Corporation,11.408147,1.2818484,225540898816.0,9.4189994,6.4670000000000005,11.675,Industrials,Conglomerates,262.0,236.41,20260216
8070,"Tokyo Sangyo Co., Ltd.",11.937425,1.035081,25870022656.0,2.483,2.8930000000000002,20.397000000000002,Industrials,Conglomerates,380.0,83.1,20260216
8074,"Yuasa Trading Co., Ltd.",12.458301,1.1044273,127241543680.0,3.212,3.5589999999999997,10.423,Industrials,Specialty Industrial Machinery,377.0,485.62,20260216
8075,Shinsho Corporation,8.948385,0.758086,72238768128.0,2.182,1.554,8.4910005,Basic Materials,Steel,385.0,305.53,20260216
8076,Canox Corporation,10.07454,0.631568,20826023936.0,1.354,1.77,6.219,Basic Materials,Steel,474.0,215.99,20260216
8077,TORQ Inc.,5.570891,0.35063776,5010611712.0,2.563,1.864,6.561,Industrials,Industrial Distribution,270.0,39.85,20260216
8078,"Hanwa Co., Ltd.",8.324712,0.85382026,341336850432.0,2.004,,,Industrials,Conglomerates,286.0,1043.88,20260216
8079,Shoei Foods Corporation,22.634539,1.2408793,68033687552.0,2.384,3.313,5.682,Consumer Defensive,Packaged Foods,217.0,181.36,20260216
8081,Kanaden Corporation,12.100913,1.0237201,49942683648.0,2.318,3.8379999999999996,8.357000000000001,Industrials,Conglomerates,314.0,185.11,20260216
8084,Ryoden Corporation,15.739514,0.85435945,76851650560.0,1.3890001,2.214,5.939,Technology,Semiconductors,371.0,226.5,20260216
8085,"Narasaki Sangyo Co., Ltd.",9.346752,0.77093637,21034696704.0,2.495,3.168,8.77,Industrials,Industrial Distribution,316.0,439.19,20260216
8086,Nipro Corporation,25.5159,0.9643624,246029647872.0,6.726,1.66,5.8119997,Healthcare,Medical Instruments & Supplies,237.0,59.12,20260216
8088,Iwatani Corporation,9.022172,1.0406584,427096801280.0,4.1989997,2.781,10.373000000000001,Industrials,Conglomerates,256.0,205.66,20260216
8089,Nice Corporation,7.2745442,0.43024066,25187334144.0,2.2880001,2.1510000000000002,7.001,Industrials,Industrial Distribution,426.99999999999994,290.19,20260216
8091,"Nichimo Co., Ltd.",7.812052,0.67225224,22894329856.0,3.58,2.1979999,9.714,Consumer Defensive,Packaged Foods,374.0,348.82,20260216
8093,"Kyokuto Boeki Kaisha, Ltd.",7.12534,0.8508479,25981808640.0,3.444,2.48,6.75,Technology,Electronics & Computer Distribution,364.0,301.74,20260216
8095,"Astena Holdings Co., Ltd.",,0.72390264,19619610624.0,1.2449999999999999,2.6950000000000003,8.274,Industrials,Conglomerates,370.0,-48.94,20260216
8097,"San-Ai Obbli Co., Ltd.",21.489153,1.3263279,150025207808.0,2.0550001,2.97,7.0700005,Energy,Oil & Gas Refining & Marketing,411.00000000000006,112.01,20260216
8098,"Inabata & Co.,Ltd.",11.122697,0.9646932,222071242752.0,2.9409999,3.3369999999999997,8.666000499999999,Basic Materials,Specialty Chemicals,311.0,374.01,20260216
8101,GSI Creos Corporation,13.523857,1.059383,33418629120.0,2.1429999,2.3729999,8.788,Consumer Cyclical,Textile Manufacturing,753.0,201.2,20260216
8103,Meiwa Corporation,10.76871,0.94859207,38346215424.0,2.428,2.981,7.9719999999999995,Industrials,Industrial Distribution,394.0,88.59,20260216
8104,KUWAZAWA Holdings Corporation,14.129693,0.5530363,9301881856.0,1.3689999499999999,1.27,3.01,Basic Materials,Building Materials,291.0,43.95,20260216
8105,Bitcoin Japan Corporation,,4.8290076,14429075456.0,-10.745000000000001,-6.832000000000001,-20.061001,Consumer Cyclical,Apparel Manufacturing,,-8.6,20260216
8107,Kimuratan Corporation,,9.032565,10464621568.0,9.187,0.791,-6.329,Consumer Cyclical,Apparel Manufacturing,,-0.19,20260216
8111,Goldwin Inc.,14.084222,2.8211474,333852508160.0,26.794,9.314,19.478,Consumer Cyclical,Apparel Manufacturing,224.00000000000003,173.35,20260216
8113,Unicharm Corporation,27.382551,2.2331839,1774723923968.0,8.857000600000001,5.526,8.0290005,Consumer Defensive,Household & Personal Products,211.0,37.25,20260216
8115,"MOONBAT Co.,Ltd.",8.349346,1.0431639,6071622656.0,-4.326,3.8680002,9.810001,Consumer Cyclical,Footwear & Accessories,271.0,161.33,20260216
8117,Central Automotive Products Ltd.,13.255967,2.0271285,122466983936.0,22.91,10.762998999999999,16.554001,Consumer Cyclical,Auto Parts,278.0,167.17,20260216
8118,"KING Co., Ltd.",26.354681,0.7455537,17059059712.0,11.7180005,1.8900000000000001,2.7309999,Consumer Cyclical,Textile Manufacturing,178.0,40.6,20260216
8119,Sanyei Corporation,20.180513,0.5764943,8288834560.0,1.595,3.11,2.735,Consumer Cyclical,"Furnishings, Fixtures & Appliances",352.0,43.21,20260216
8123,"T.Kawabe & Co., Ltd.",5.7870812,0.37979606,2764538624.0,1.933,2.002,4.96,Consumer Cyclical,Textile Manufacturing,330.0,261.79,20260216
8125,"Wakita & Co.,LTD.",26.500124,1.0519319,104568889344.0,7.216,2.261,3.3579999999999997,Industrials,Farm & Heavy Construction Machinery,473.00000000000006,79.66,20260216
8127,Yamato International Inc.,86.676216,0.69875795,12385555456.0,2.4419999000000003,-0.47800000000000004,0.86199995,Consumer Cyclical,Apparel Manufacturing,231.0,6.98,20260216
8129,"Toho Holdings Co., Ltd.",15.493707,1.1228486,301834043392.0,1.233,1.2930000000000001,9.097,Healthcare,Medical Distribution,321.0,301.09,20260216
8130,Sangetsu Corporation,15.316621,1.6683885,192471777280.0,10.3140004,6.6979999999999995,12.455,Consumer Cyclical,"Furnishings, Fixtures & Appliances",480.99999999999994,213.82,20260216
8131,"Mitsuuroko Group Holdings Co.,Ltd.",9.641522,1.2293328,124260057088.0,3.086,3.9859999999999998,11.6960004,Energy,Oil & Gas Refining & Marketing,269.0,235.44,20260216
8132,"Sinanen Holdings Co., Ltd.",21.705378,1.3210669,74527113216.0,1.5709999999999997,2.4219999999999997,5.5120002,Energy,Oil & Gas Refining & Marketing,136.0,315.59,20260216
8133,"Itochu Enex Co.,Ltd.",13.698534,1.2530472,221650305024.0,2.431,2.9899999999999998,8.094999999999999,Energy,Oil & Gas Refining & Marketing,318.0,143.3,20260216
8135,Zett Corporation,3.8264964,0.74653304,11138075648.0,1.492,2.238,6.6000000000000005,Consumer Cyclical,Leisure,335.0,148.7,20260216
8136,"Sanrio Company, Ltd.",27.927973,10.021657,1379930996736.0,41.814997999999996,,,Consumer Cyclical,Specialty Retail,128.0,203.81,20260216
8137,Sun-Wa Technos Corporation,21.544846,1.039697,51385171968.0,2.466,2.4379999999999997,5.4419998,Technology,Electronics & Computer Distribution,369.0,156.65,20260216
8138,Sankyo Kasei Corporation,5.1493473,0.4743282,4277645312.0,2.2110000000000003,1.883,9.854000000000001,Basic Materials,Specialty Chemicals,210.0,925.36,20260216
8139,Nagahori Corporation,66.858604,2.3483462,32050239488.0,8.1190005,3.041,7.1370000000000005,Consumer Cyclical,Luxury Goods,48.0,31.26,20260216
8141,"Shinko Shoji Co., Ltd.",38.488953,0.5903714,30836445184.0,1.0659999999999998,-0.202,0.64,Technology,Electronics & Computer Distribution,115.99999999999999,28.06,20260216
8142,"Toho Co., Ltd.",10.855025,1.329996,42948395008.0,3.168,5.154,15.209,Consumer Defensive,Food Distribution,372.0,124.09,20260216
8143,"Lapine Co., Ltd.",,0.7273119,510576896.0,-10.7,-6.1279997,-37.467,Consumer Cyclical,Apparel Manufacturing,,-113.18,20260216
8144,"Denkyo Group Holdings Co.,Ltd.",19.899437,0.30075175,8207567360.0,2.928,0.318,1.395,Technology,Consumer Electronics,310.0,65.63,20260216
8147,"Tomita Co., Ltd.",11.260292,0.6498866,7810336256.0,5.050000000000001,2.735,5.609999999999999,Industrials,Industrial Distribution,148.0,134.81,20260216
8150,"Sanshin Electronics Co., Ltd.",8.227716,0.8768948,38625509376.0,3.209,,,Technology,Semiconductors,482.0,383.46,20260216
8151,TOYO Corporation,33.2128,1.4415226,39583383552.0,-2.723,3.0429999999999997,4.398,Technology,Scientific & Technical Instruments,366.0,55.31,20260216
8152,SOMAR Corporation,5.3106513,0.5535874,11918761984.0,8.642,4.7940000000000005,9.273000000000001,Basic Materials,Specialty Chemicals,163.0,1158.05,20260216
8153,"Mos Food Services, Inc.",31.794456,2.271592,133443297280.0,7.703,5.331,8.0740005,Consumer Cyclical,Restaurants,69.0,136.03,20260216
8154,"Kaga Electronics Co.,Ltd.",8.927617,1.1389554,198976618496.0,4.0900003,4.7989998,16.999,Technology,Electronic Components,269.0,467.65,20260216
8157,"Tsuzuki Denki Co., Ltd.",13.223276,1.6237468,73634873344.0,6.3420000000000005,6.587,14.908,Industrials,Conglomerates,324.0,305.9,20260216
8158,"Soda Nikka Co., Ltd.",13.000548,0.8187083,27046037504.0,4.3759998,1.765,7.0120000000000005,Basic Materials,Chemicals,336.0,91.15,20260216
8159,"Tachibana Eletech Co., Ltd.",11.2605095,0.7414874,77312204800.0,3.295,2.6229999999999998,6.4380005,Technology,Electronic Components,304.0,299.72,20260216
8160,"Kisoji Co., Ltd.",18.406942,2.4184952,73469345792.0,9.696999,4.3309998,12.272,Consumer Cyclical,Restaurants,114.99999999999999,141.74,20260216
8163,"SRS Holdings Co.,Ltd.",71.596634,2.991216,52846800896.0,3.101,3.681,6.3839999999999995,Consumer Cyclical,Restaurants,79.0,17.85,20260216
8165,"Senshukai Co., Ltd.",,0.41458005,7063208448.0,0.075,-6.23,25.852000000000004,Consumer Cyclical,Internet Retail,,-88.25,20260216
8166,"Taka-Q Co., Ltd.",,0.3588146,2962512896.0,8.993,3.293,9.9580005,Consumer Cyclical,Apparel Manufacturing,,-1.31,20260216
8167,"Retail Partners Co., Ltd.",10.819009,0.67564315,59720097792.0,1.5610000000000002,3.1649999999999996,6.034,Consumer Defensive,Grocery Stores,282.0,128.57,20260216
8173,"Joshin Denki Co., Ltd.",22.995586,0.6895789,71479689216.0,0.8240000000000001,1.327,3.6760002,Consumer Cyclical,Specialty Retail,360.0,120.11,20260216
8174,"Nippon Gas Co., Ltd.",24.958813,5.2485256,325357076480.0,11.186,8.637,20.78,Utilities,Utilities - Regulated Gas,344.0,121.4,20260216
8179,"ROYAL HOLDINGS Co., Ltd.",28.44639,2.6897495,140825870336.0,5.252,3.4610000000000003,10.032,Consumer Cyclical,Restaurants,113.99999999999999,50.27,20260216
8181,"Totenko Co., Ltd.",6.683258,0.3024623,2827564032.0,-0.624,-0.20400000000000001,-1.365,Consumer Cyclical,Restaurants,136.0,164.74,20260216
8185,"Chiyoda Co., Ltd.",17.34678,0.7474156,37955526656.0,1.7840000000000003,1.492,4.508,Consumer Cyclical,Apparel Retail,484.0,64.45,20260216
8194,Life Corporation,13.167003,1.6289531,236972212224.0,2.6889998,5.229,12.949,Consumer Defensive,Grocery Stores,237.0,208.02,20260216
8198,"Maxvalu Tokai Co.,Ltd.",11.360677,1.3361739,125143351296.0,2.6229999999999998,5.771,12.3830006,Consumer Defensive,Grocery Stores,218.00000000000003,345.49,20260216
8200,"Ringer Hut Co.,Ltd.",52.05664,4.2510624,60016062464.0,3.131,3.2679997000000003,7.886,Consumer Cyclical,Restaurants,56.00000000000001,44.49,20260216
8202,"Laox Holdings CO.,LTD.",,0.6044707,13712443392.0,6.776,0.1,-0.43299999999999994,Consumer Cyclical,Specialty Retail,272.0,-7.34,20260216
8203,Mr Max Holdings Ltd.,9.3222275,0.721984,27228434432.0,2.2330001,3.1780000000000004,8.031,Consumer Defensive,Discount Stores,332.0,87.64,20260216
8207,"Ten Allied Co.,Ltd.",1006.8966,3.7010746,11689690112.0,1.237,0.208,-2.836,Consumer Cyclical,Restaurants,,0.29,20260216
8209,Friendly Corporation,,0.14250782,878355008.0,-6.372,-8.382000000000001,-49.045,Consumer Cyclical,Restaurants,,-37.39,20260216
8214,AOKI Holdings Inc.,17.624819,1.1034164,153004195840.0,6.696000000000001,4.401,6.336,Consumer Cyclical,Apparel Retail,441.0,103.15,20260216
8217,"Okuwa Co., Ltd.",27.247705,0.49888045,36248174592.0,0.072999997,0.88,-2.757,Consumer Cyclical,Department Stores,292.0,-51.86,20260216
8218,"Komeri Co.,Ltd.",11.580048,0.6498369,166386155520.0,5.4920003,3.6290000000000004,5.702,Consumer Cyclical,Home Improvement Retail,158.0,306.13,20260216
8219,"Aoyama Trading Co., Ltd.",13.749602,0.7335201,123703918592.0,4.741,2.2750000999999997,4.654,Consumer Cyclical,Apparel Retail,605.0,188.66,20260216
8225,"Takachiho Co.,Ltd.",6.7735696,1.0275787,2741404928.0,3.2259999999999995,6.992,15.783,Consumer Cyclical,Specialty Retail,523.0,578.72,20260216
8226,Rikei Corporation,11.764706,1.529035,8285416448.0,0.606,5.4229997,11.368,Technology,Information Technology Services,134.0,46.58,20260216
8227,"SHIMAMURA Co., Ltd.",18.976997,1.5521283,763343405056.0,9.222999,6.3740000000000006,8.545,Consumer Cyclical,Apparel Retail,186.0,581.23,20260216
8230,"Hasegawa Co., Ltd.",10.254056,0.48968375,6093804032.0,-2.379,,,Consumer Cyclical,Specialty Retail,450.0,32.67,20260216
8233,"Takashimaya Company, Limited",20.288973,1.4308628,683016585216.0,14.259,2.5179999,8.924,Consumer Cyclical,Department Stores,144.0,114.89,20260216
8237,"Matsuya Co., Ltd.",326.0582,4.982133,127222849536.0,7.217999999999999,2.257,3.6470000000000002,Consumer Cyclical,Department Stores,49.0,7.56,20260216
8242,H2O Retailing Corporation,20.818506,0.90757865,275807404032.0,7.335,2.624,8.66,Consumer Defensive,Grocery Stores,180.0,115.21,20260216
8244,"Kintetsu Department Store Co., Ltd.",12.621088,1.6010156,71888896000.0,5.064000200000001,3.32,15.806999999999999,Consumer Cyclical,Department Stores,110.00000000000001,143.49,20260216
8247,"Daiwa Co.,Ltd.",10.02009,0.37411427,2238030848.0,-0.27399999999999997,0.318,3.965,Consumer Cyclical,Department Stores,,39.82,20260216
8252,"Marui Group Co., Ltd.",19.677118,2.3904264,570262487040.0,19.316,,,Financial Services,Credit Services,417.0,161.05,20260216
8253,"Credit Saison Co., Ltd.",11.05787,0.92688346,685366247424.0,47.654,1.696,7.8449994,Financial Services,Credit Services,292.0,432.0,20260216
8254,"Saikaya Department Store Co.,Ltd.",23.123123,2.4421186,1907293056.0,0.58399998,0.712,8.862001,Consumer Cyclical,Department Stores,128.0,16.65,20260216
8255,Axial Retailing Inc.,12.434464,1.1993977,111354470400.0,5.5749997,5.684,10.677,Consumer Defensive,Grocery Stores,248.0,101.09,20260216
8260,"Izutsuya Co., Ltd.",5.9505315,0.4719149,5533694976.0,-1.316,0.935,7.093999500000001,Consumer Cyclical,Department Stores,119.0,83.69,20260216
8267,"Aeon Co., Ltd.",207.4124,5.5256224,6387143278592.0,1.04,1.121,3.787,Consumer Cyclical,Department Stores,115.99999999999999,11.13,20260216
8273,"Izumi Co., Ltd.",18.852558,0.7659661,218852655104.0,4.039000000000001,2.727,3.7039999999999997,Consumer Cyclical,Department Stores,281.0,165.76,20260216
8275,Forval Corporation,14.953896,1.6681325,29222279168.0,4.954,5.4959998,7.614,Technology,Information Technology Services,275.0,74.83,20260216
8276,"Heiwado Co.,Ltd.",14.402447,0.8212463,156030746624.0,1.587,2.7490001,5.3150002,Consumer Cyclical,Department Stores,211.0,219.06,20260216
8278,"Fuji Co., Ltd.",47.39618,0.8560594,186897334272.0,0.158,1.6729999999999998,1.7510000000000001,Consumer Cyclical,Department Stores,138.0,45.51,20260216
8281,"Xebio Holdings Co., Ltd.",9.7546015,0.38324374,46058274816.0,0.8059999999999999,0.989,-1.8110000000000002,Consumer Cyclical,Specialty Retail,315.0,-19.55,20260216
8282,K's Holdings Corporation,23.415766,1.0372598,257486438400.0,1.939,3.1809999999999996,4.3369997,Consumer Cyclical,Specialty Retail,286.0,71.17,20260216
8283,Paltac Corporation,13.767832,1.0028946,300169265152.0,2.4719998,3.2199999999999998,7.4910000000000005,Consumer Defensive,Household & Personal Products,259.0,357.5,20260216
8285,"Mitani Sangyo Co., Ltd.",14.7215395,0.7627207,44269101056.0,3.7809997999999996,2.0299999,6.532,Industrials,Conglomerates,182.0,48.84,20260216
8289,Olympic Group Corporation,,0.48706642,10842100736.0,-2.836,-1.4429999500000001,-9.557,Consumer Cyclical,Specialty Retail,437.0,-78.04,20260216
